timestamp;temp;voltage;current;vibration;humidity;pressure;power;status
01/01/2024 02:15;28.37;12.937;1.364;5.72;47.6;1010.91;17.672;normal
01/01/2024 02:20;26.69;12.848;1.35;5.31;47.37;1025.68;17.395;normal
01/01/2024 02:25;28.38;13.102;1.45;5.63;48.4;1012.88;19.05;normal
01/01/2024 02:30;26.52;12.972;1.375;5.2;49.32;1023.83;17.858;normal
01/01/2024 02:35;27.27;14.0;1.46;7.04;51.69;1009.74;20.435;warning
01/01/2024 02:40;28.88;12.893;1.455;6.61;54.81;1006.5;18.761;normal
01/01/2024 02:45;26.89;12.81;1.457;5.76;48.23;1012.58;18.744;normal
01/01/2024 02:50;25.76;13.047;1.458;5.37;44.54;1009.78;19.122;normal
01/01/2024 02:55;28.18;12.939;1.536;6.27;44.29;1016.32;19.912;normal
01/01/2024 03:00;27.72;10.0;0.969;5.12;46.67;1010.61;9.148;warning
01/01/2024 03:05;30.95;13.562;1.787;14.08;49.86;1001.65;21.784;critical
01/01/2024 03:10;27.54;13.104;1.605;6.69;48.56;1014.21;21.118;normal
01/01/2024 03:15;26.18;13.392;1.569;6.5;47.15;1021.45;21.003;normal
01/01/2024 03:20;29.28;13.18;1.462;6.59;47.58;1017.58;19.243;normal
01/01/2024 03:25;30.04;13.2;1.706;7.41;44.98;1012.58;22.52;normal
01/01/2024 03:30;26.68;12.984;1.687;6.58;46.78;1012.55;21.883;normal
01/01/2024 03:35;29.45;13.151;1.657;5.93;50.69;1005.19;21.815;normal
01/01/2024 03:40;29.41;10.266;0.765;5.79;50.18;1021.4;7.512;warning
01/01/2024 03:45;27.0;13.242;1.411;6.45;45.82;1006.67;18.693;normal
01/01/2024 03:50;27.83;13.066;1.707;6.27;51.04;1016.67;22.229;normal
01/01/2024 03:55;28.66;13.224;1.599;6.11;49.9;1017.44;21.085;normal
01/01/2024 04:00;30.2;13.374;1.816;7.5;47.92;1021.7;24.29;normal
01/01/2024 04:05;36.25;12.684;1.911;9.25;44.93;1009.67;22.226;warning
01/01/2024 04:10;26.23;14.0;1.88;4.73;40.28;1004.71;26.282;warning
01/01/2024 04:15;29.48;13.276;1.658;11.6;46.41;1021.55;19.849;warning
01/01/2024 04:20;28.7;13.595;1.775;6.87;45.93;1014.08;24.081;normal
01/01/2024 04:25;29.0;10.0;0.821;6.13;47.18;1019.04;7.75;warning
01/01/2024 04:30;30.94;13.363;1.599;6.38;50.84;1001.17;21.346;normal
01/01/2024 04:35;29.58;13.391;1.66;6.83;49.49;1018.34;22.203;normal
01/01/2024 04:40;29.46;13.334;1.692;6.5;45.84;1012.03;22.54;normal
01/01/2024 04:45;28.96;13.437;1.705;6.18;46.57;1010.0;22.911;normal
01/01/2024 04:50;27.06;12.739;1.615;6.24;46.32;1015.48;20.632;normal
01/01/2024 04:55;29.67;12.999;1.745;6.7;42.07;1013.39;22.735;normal
01/01/2024 05:00;31.1;13.476;1.726;6.27;43.4;1011.35;23.208;normal
01/01/2024 05:05;31.5;13.45;1.729;7.61;49.0;1015.8;23.304;normal
01/01/2024 05:10;29.52;13.417;1.748;7.05;45.08;1010.67;23.356;normal
01/01/2024 05:15;29.34;13.439;1.705;7.12;44.44;1023.43;22.868;normal
01/01/2024 05:20;29.79;13.673;1.747;7.29;48.61;1003.96;23.818;normal
01/01/2024 05:25;28.04;12.993;1.781;11.34;47.27;1017.65;20.883;warning
01/01/2024 05:30;28.01;13.265;1.799;6.83;50.64;1019.42;23.872;normal
01/01/2024 05:35;30.28;13.727;1.865;6.38;43.81;1015.53;25.6;normal
01/01/2024 05:40;30.0;13.214;1.784;6.65;46.54;1012.19;23.507;normal
01/01/2024 05:45;27.7;13.525;1.738;7.53;45.65;1016.54;23.446;normal
01/01/2024 05:50;30.08;13.431;1.714;6.91;40.91;1017.48;23.046;normal
01/01/2024 05:55;30.04;13.409;1.794;7.48;46.76;1003.09;24.034;normal
01/01/2024 06:00;26.75;13.537;1.854;7.04;42.58;1012.25;25.105;normal
01/01/2024 06:05;29.06;13.469;1.913;7.72;44.49;1020.52;25.665;normal
01/01/2024 06:10;30.14;13.52;1.824;7.53;41.98;1009.97;24.64;normal
01/01/2024 06:15;30.53;13.595;1.861;7.52;42.27;1020.56;25.247;normal
01/01/2024 06:20;33.62;13.527;1.745;6.46;48.75;1019.91;23.597;normal
01/01/2024 06:25;27.77;13.492;1.699;6.48;47.1;1018.11;22.955;normal
01/01/2024 06:30;29.74;13.527;1.828;7.55;46.07;1021.56;24.728;normal
01/01/2024 06:35;29.17;13.733;1.683;7.22;43.62;1014.09;23.191;normal
01/01/2024 06:40;29.03;10.986;0.956;4.94;41.88;1006.76;9.999;warning
01/01/2024 06:45;30.89;13.663;1.886;6.63;44.97;1005.21;25.655;normal
01/01/2024 06:50;28.6;13.521;1.773;7.34;44.99;1014.5;24.08;normal
01/01/2024 06:55;38.78;13.189;2.0;9.81;47.02;1006.27;24.282;critical
01/01/2024 07:00;30.49;13.335;1.733;7.28;48.96;1008.38;23.062;normal
01/01/2024 07:05;27.75;13.725;1.725;6.39;43.12;1021.09;23.659;normal
01/01/2024 07:10;29.41;13.437;1.891;6.86;47.78;1019.0;25.36;normal
01/01/2024 07:15;29.5;13.65;1.823;13.49;46.43;1018.25;22.372;critical
01/01/2024 07:20;32.16;13.396;1.678;6.72;50.92;1009.56;22.608;normal
01/01/2024 07:25;31.9;13.553;1.693;6.79;48.19;1009.53;22.887;normal
01/01/2024 07:30;29.5;13.452;1.64;7.67;50.97;1017.45;21.959;normal
01/01/2024 07:35;29.7;13.138;1.844;12.93;46.92;1009.36;21.845;warning
01/01/2024 07:40;31.22;13.616;1.68;6.71;45.32;1017.44;22.833;normal
01/01/2024 07:45;30.12;13.493;1.912;7.71;47.09;1021.6;25.821;normal
01/01/2024 07:50;29.22;13.956;1.908;12.95;40.08;1006.32;24.035;warning
01/01/2024 07:55;28.05;13.439;1.693;6.75;41.93;1015.69;22.728;normal
01/01/2024 08:00;26.22;13.562;1.793;5.88;47.85;1008.13;24.348;normal
01/01/2024 08:05;28.42;13.571;2.0;13.73;44.4;1021.73;24.346;critical
01/01/2024 08:10;28.83;13.139;1.64;5.65;46.89;1004.87;21.633;normal
01/01/2024 08:15;29.94;13.176;1.679;6.75;45.56;1018.6;22.093;normal
01/01/2024 08:20;31.47;10.0;0.989;8.54;49.23;1009.75;9.401;warning
01/01/2024 08:25;30.8;13.502;1.602;6.29;43.71;1016.54;21.596;normal
01/01/2024 08:30;29.75;13.256;1.706;6.08;47.47;1009.7;22.586;normal
01/01/2024 08:35;30.33;13.336;1.588;6.36;46.22;1021.71;21.177;normal
01/01/2024 08:40;28.95;10.584;1.205;5.84;43.58;1008.64;12.081;warning
01/01/2024 08:45;27.61;13.544;1.634;6.47;43.25;1003.36;22.181;normal
01/01/2024 08:50;27.62;13.433;1.719;6.9;44.0;1017.23;22.962;normal
01/01/2024 08:55;28.55;14.0;1.924;4.71;39.83;1010.44;27.011;warning
01/01/2024 09:00;29.45;12.975;1.673;6.06;48.62;1021.91;21.7;normal
01/01/2024 09:05;27.79;13.308;1.574;6.76;49.38;1017.1;20.916;normal
01/01/2024 09:10;27.65;13.332;1.555;5.71;46.39;1006.97;20.685;normal
01/01/2024 09:15;27.65;13.0;1.601;6.31;45.41;1010.37;20.838;normal
01/01/2024 09:20;28.52;12.955;1.722;6.06;48.28;1020.42;22.25;normal
01/01/2024 09:25;26.89;14.0;1.478;3.18;45.41;1019.58;20.735;warning
01/01/2024 09:30;35.95;12.673;1.884;8.57;46.85;1010.04;21.929;warning
01/01/2024 09:35;27.07;13.166;1.632;11.08;47.42;1012.29;19.304;warning
01/01/2024 09:40;29.27;13.465;1.608;6.05;45.97;1020.74;21.678;normal
01/01/2024 09:45;29.2;13.471;1.594;6.3;49.94;1020.85;21.517;normal
01/01/2024 09:50;28.72;13.024;1.443;6.4;48.8;1012.62;18.77;normal
01/01/2024 09:55;28.49;13.27;1.423;5.72;40.7;1012.65;18.876;normal
01/01/2024 10:00;27.91;13.02;1.25;5.82;49.76;1006.97;16.293;normal
01/01/2024 10:05;27.72;12.873;1.35;5.01;49.14;1011.61;17.523;normal
01/01/2024 10:10;26.2;12.958;1.495;5.17;49.37;1010.84;19.382;normal
01/01/2024 10:15;25.6;12.913;1.5;5.56;50.72;1019.42;19.381;normal
01/01/2024 10:20;25.91;10.0;0.819;6.03;51.97;1010.57;7.689;warning
01/01/2024 10:25;26.0;12.949;1.353;6.34;48.62;1008.03;17.52;normal
01/01/2024 10:30;25.08;12.883;1.509;5.92;48.57;997.49;19.512;normal
01/01/2024 10:35;27.59;13.339;0.959;14.09;51.42;1016.24;11.459;critical
01/01/2024 10:40;26.37;12.743;1.466;14.35;56.81;1015.27;16.818;critical
01/01/2024 10:45;26.39;13.165;1.424;5.4;48.77;1018.34;18.707;normal
01/01/2024 10:50;28.03;12.999;1.245;11.36;46.71;1019.99;14.515;warning
01/01/2024 10:55;26.77;12.949;1.71;12.43;47.06;1008.52;19.921;warning
01/01/2024 11:00;25.98;12.726;1.296;5.4;49.2;1017.96;16.522;normal
01/01/2024 11:05;26.22;12.666;1.217;4.58;52.74;1012.93;15.46;normal
01/01/2024 11:10;24.41;13.095;1.265;5.57;57.78;1018.22;16.515;normal
01/01/2024 11:15;24.6;12.796;1.179;5.95;50.31;1010.42;15.017;normal
01/01/2024 11:20;24.76;13.922;1.347;3.94;53.54;1011.76;18.757;warning
01/01/2024 11:25;25.82;12.782;1.171;5.84;49.94;1007.52;14.949;normal
01/01/2024 11:30;26.63;12.851;1.246;4.95;53.53;1012.86;16.079;normal
01/01/2024 11:35;25.79;12.629;1.094;4.23;48.65;1014.74;13.701;normal
01/01/2024 11:40;24.88;12.907;1.147;4.49;59.56;1010.39;14.765;normal
01/01/2024 11:45;25.69;12.675;1.292;4.3;55.39;1016.0;16.268;normal
01/01/2024 11:50;39.55;12.304;1.399;7.21;54.58;1007.09;15.71;critical
01/01/2024 11:55;26.27;14.0;1.484;4.99;47.2;1016.35;20.739;warning
01/01/2024 12:00;24.27;12.28;0.934;11.93;57.58;1010.07;10.379;warning
01/01/2024 12:05;24.97;12.455;1.153;4.86;60.86;1020.95;14.398;normal
01/01/2024 12:10;24.48;12.484;1.017;3.83;52.54;1005.66;12.67;normal
01/01/2024 12:15;38.35;11.598;1.186;6.0;56.38;1008.75;12.698;critical
01/01/2024 12:20;37.7;11.901;1.363;6.97;55.2;1009.1;14.866;warning
01/01/2024 12:25;26.19;12.45;1.011;3.84;52.08;1010.16;12.652;normal
01/01/2024 12:30;23.9;12.702;1.029;4.51;57.75;1014.55;12.983;normal
01/01/2024 12:35;25.09;10.0;0.666;5.38;57.21;1023.27;6.241;warning
01/01/2024 12:40;23.75;12.585;1.068;4.38;54.94;1015.1;13.393;normal
01/01/2024 12:45;25.14;12.544;1.074;4.79;59.33;1009.2;13.518;normal
01/01/2024 12:50;22.74;12.42;1.265;11.87;54.53;1024.05;14.125;warning
01/01/2024 12:55;25.32;12.47;0.979;4.58;55.42;1018.19;12.219;normal
01/01/2024 13:00;24.88;12.02;0.726;3.13;55.91;1017.94;8.761;normal
01/01/2024 13:05;23.81;12.011;0.92;3.87;61.79;1024.5;11.076;normal
01/01/2024 13:10;23.83;10.955;0.594;4.79;61.86;1011.45;6.182;warning
01/01/2024 13:15;23.01;12.082;0.952;3.67;56.76;1009.41;11.516;normal
01/01/2024 13:20;22.31;12.131;0.906;3.85;63.64;1014.55;10.944;normal
01/01/2024 13:25;24.52;12.183;0.858;3.59;58.51;1011.45;10.426;normal
01/01/2024 13:30;24.58;12.411;0.845;3.96;54.06;1004.17;10.512;normal
01/01/2024 13:35;23.1;12.153;1.049;14.08;50.56;1016.92;11.46;critical
01/01/2024 13:40;23.76;14.0;1.144;2.67;56.1;1009.07;16.055;critical
01/01/2024 13:45;22.98;12.403;0.812;4.11;61.05;1011.85;9.995;normal
01/01/2024 13:50;25.14;12.072;0.959;4.21;59.53;1016.31;11.553;normal
01/01/2024 13:55;25.23;12.534;0.898;2.79;53.48;1017.11;11.397;normal
01/01/2024 14:00;21.98;11.981;0.581;3.93;68.29;1015.24;6.908;normal
01/01/2024 14:05;19.82;11.773;0.538;13.03;62.56;1019.41;5.744;critical
01/01/2024 14:10;21.24;12.183;0.596;3.16;53.4;1005.94;7.239;normal
01/01/2024 14:15;21.77;11.854;0.742;3.22;63.7;1019.4;8.834;normal
01/01/2024 14:20;18.7;12.326;0.787;3.93;63.33;1010.04;9.598;normal
01/01/2024 14:25;23.26;12.074;0.617;3.14;58.79;1013.87;7.465;normal
01/01/2024 14:30;20.06;10.0;0.309;2.71;58.34;1018.63;2.962;warning
01/01/2024 14:35;22.57;12.173;0.637;15.0;59.33;1007.57;6.967;critical
01/01/2024 14:40;21.06;12.212;0.655;2.53;60.67;1001.91;8.022;normal
01/01/2024 14:45;21.12;11.79;0.758;3.14;65.1;1014.62;8.951;normal
01/01/2024 14:50;22.28;11.896;0.788;2.58;61.23;1015.43;9.472;normal
01/01/2024 14:55;24.33;12.213;0.723;3.55;56.44;1012.97;8.772;normal
01/01/2024 15:00;21.17;11.663;0.412;1.97;65.57;1025.47;4.746;normal
01/01/2024 15:05;19.4;11.801;0.417;2.4;59.89;1014.8;4.927;normal
01/01/2024 15:10;20.23;11.7;0.714;1.83;59.81;1007.6;8.363;normal
01/01/2024 15:15;21.06;11.816;0.466;2.77;59.76;1014.89;5.472;normal
01/01/2024 15:20;20.82;13.351;0.518;2.8;61.11;1003.43;6.89;warning
01/01/2024 15:25;21.67;12.341;0.664;4.03;68.94;1017.52;8.25;warning
01/01/2024 15:30;21.43;11.663;0.575;2.77;64.62;1008.15;6.772;normal
01/01/2024 15:35;22.39;11.627;0.517;2.79;62.81;1003.56;6.032;normal
01/01/2024 15:40;21.87;11.84;0.527;2.29;61.81;1018.7;6.222;normal
01/01/2024 15:45;21.18;11.944;0.49;11.87;64.95;1005.78;5.331;warning
01/01/2024 15:50;21.34;11.758;0.533;3.5;60.96;1015.5;6.286;normal
01/01/2024 15:55;21.95;12.048;0.583;2.55;58.65;1020.53;6.97;normal
01/01/2024 16:00;21.7;11.46;0.395;1.81;65.87;1006.27;4.505;normal
01/01/2024 16:05;21.74;11.733;0.531;1.73;63.94;1017.81;6.184;normal
01/01/2024 16:10;37.62;10.878;0.706;4.64;63.23;1021.72;6.7;warning
01/01/2024 16:15;21.06;11.531;0.323;2.52;61.65;1004.63;3.696;normal
01/01/2024 16:20;21.09;11.774;0.295;2.17;59.54;1012.91;3.415;normal
01/01/2024 16:25;37.73;11.016;0.665;4.85;59.69;1007.22;6.753;warning
01/01/2024 16:30;19.78;11.527;0.582;3.19;56.16;1014.5;6.699;normal
01/01/2024 16:35;20.16;11.646;0.518;2.01;59.25;1006.16;6.017;normal
01/01/2024 16:40;22.19;11.489;0.514;2.42;57.51;1009.58;5.917;normal
01/01/2024 16:45;21.14;11.533;0.434;3.25;63.32;1020.78;4.997;normal
01/01/2024 16:50;22.2;11.637;0.426;2.63;63.46;1015.86;4.937;normal
01/01/2024 16:55;20.73;11.782;0.535;3.32;65.03;1009.72;6.332;normal
01/01/2024 17:00;20.07;11.387;0.217;1.99;61.11;1002.86;2.511;normal
01/01/2024 17:05;22.08;11.445;0.339;1.97;66.52;1010.49;3.926;normal
01/01/2024 17:10;19.58;11.67;0.205;2.41;68.32;1001.08;2.469;normal
01/01/2024 17:15;20.86;11.564;0.391;1.89;62.88;1017.91;4.453;normal
01/01/2024 17:20;20.66;11.414;0.324;2.25;58.44;1011.08;3.656;normal
01/01/2024 17:25;19.97;11.509;0.292;2.8;60.35;1012.8;3.385;normal
01/01/2024 17:30;21.72;11.463;0.397;3.25;62.69;1008.32;4.631;normal
01/01/2024 17:35;17.39;11.54;0.318;2.53;65.65;1018.9;3.613;normal
01/01/2024 17:40;19.4;11.451;0.248;2.49;64.45;1018.65;2.904;normal
01/01/2024 17:45;22.39;11.306;0.397;1.91;61.74;1014.14;4.511;normal
01/01/2024 17:50;39.01;10.658;0.743;5.16;61.39;1013.9;6.846;critical
01/01/2024 17:55;18.43;11.505;0.359;1.96;61.67;1005.74;4.182;normal
01/01/2024 18:00;17.72;11.599;0.232;1.66;66.1;1020.11;2.619;normal
01/01/2024 18:05;17.44;11.517;0.211;2.33;65.45;1011.09;2.36;normal
01/01/2024 18:10;19.35;11.605;0.301;2.47;64.78;1014.18;3.516;normal
01/01/2024 18:15;35.9;11.25;0.528;4.53;61.44;1024.82;5.512;warning
01/01/2024 18:20;19.74;10.0;0.231;2.63;67.54;1008.87;2.31;warning
01/01/2024 18:25;38.6;11.116;0.398;4.01;63.77;1014.95;4.063;critical
01/01/2024 18:30;19.32;11.255;0.183;14.45;65.43;1017.61;1.855;critical
01/01/2024 18:35;20.45;11.578;0.257;2.52;62.29;1009.37;2.99;normal
01/01/2024 18:40;37.88;10.83;0.649;5.75;63.76;1013.54;6.123;warning
01/01/2024 18:45;22.44;11.47;0.401;1.32;68.63;1012.35;4.555;normal
01/01/2024 18:50;20.82;11.484;0.251;1.62;69.03;1011.25;2.806;normal
01/01/2024 18:55;19.72;11.392;0.286;2.15;62.88;1015.76;3.356;normal
01/01/2024 19:00;20.99;11.589;0.248;1.99;67.29;1018.79;2.873;normal
01/01/2024 19:05;21.24;11.259;0.292;2.55;67.54;1016.13;3.303;normal
01/01/2024 19:10;19.9;11.654;0.299;1.78;64.14;1022.73;3.512;normal
01/01/2024 19:15;22.7;11.625;0.448;2.07;62.5;1025.41;5.124;normal
01/01/2024 19:20;21.76;11.39;0.297;2.45;62.29;1011.27;3.312;normal
01/01/2024 19:25;20.54;11.969;0.521;1.45;63.64;1018.29;6.181;warning
01/01/2024 19:30;20.96;11.715;0.284;1.84;64.96;1016.32;3.341;normal
01/01/2024 19:35;19.61;11.381;0.301;1.73;67.23;1016.53;3.482;normal
01/01/2024 19:40;17.35;11.56;0.279;1.98;62.47;1007.58;3.168;normal
01/01/2024 19:45;21.47;11.493;0.436;1.1;62.79;1011.69;4.969;normal
01/01/2024 19:50;18.39;11.529;0.315;1.6;59.74;1019.03;3.63;normal
01/01/2024 19:55;18.86;11.419;0.427;2.11;61.66;1007.87;4.937;normal
01/01/2024 20:00;20.78;11.721;0.29;2.71;62.38;1029.33;3.296;normal
01/01/2024 20:05;21.09;11.713;0.426;1.97;64.5;1015.32;4.951;normal
01/01/2024 20:10;39.29;10.989;0.649;4.51;60.44;1017.31;6.145;critical
01/01/2024 20:15;20.28;11.639;0.272;2.69;63.33;1016.67;3.075;normal
01/01/2024 20:20;19.72;11.706;0.557;2.77;66.7;1017.15;6.483;normal
01/01/2024 20:25;21.12;11.489;0.58;2.57;64.0;1024.48;6.613;normal
01/01/2024 20:30;23.48;11.586;0.42;2.53;59.38;1007.79;4.898;normal
01/01/2024 20:35;21.27;11.495;0.378;14.87;61.09;1017.29;3.961;critical
01/01/2024 20:40;21.1;11.706;0.309;12.45;65.11;1008.35;3.41;warning
01/01/2024 20:45;18.91;11.728;0.496;2.69;69.28;1004.76;5.841;normal
01/01/2024 20:50;18.86;11.47;0.303;2.24;65.17;1014.71;3.497;normal
01/01/2024 20:55;21.7;11.726;0.434;2.84;63.74;1009.97;5.041;normal
01/01/2024 21:00;21.05;11.684;0.479;2.42;64.84;1013.92;5.624;normal
01/01/2024 21:05;36.9;11.234;0.666;4.59;62.89;1023.59;6.933;warning
01/01/2024 21:10;21.96;11.792;0.58;2.26;59.03;1016.28;6.792;normal
01/01/2024 21:15;21.66;12.137;0.414;2.11;63.42;1008.07;5.003;normal
01/01/2024 21:20;36.57;11.097;0.963;4.63;64.45;1002.1;9.821;warning
01/01/2024 21:25;20.99;11.742;0.552;2.28;58.79;1009.03;6.53;normal
01/01/2024 21:30;22.48;11.44;0.458;1.97;58.92;1008.87;5.258;normal
01/01/2024 21:35;20.54;11.384;0.358;13.29;63.01;1009.1;3.649;critical
01/01/2024 21:40;19.4;11.648;0.575;3.41;70.27;1021.23;6.661;normal
01/01/2024 21:45;19.42;12.039;0.498;2.57;60.63;1004.9;6.004;normal
01/01/2024 21:50;19.72;12.017;0.507;2.06;59.42;1019.84;6.142;normal
01/01/2024 21:55;22.71;11.801;0.415;2.65;61.39;1017.63;4.849;normal
01/01/2024 22:00;21.91;11.862;0.675;3.48;56.0;1019.52;8.01;normal
01/01/2024 22:05;19.85;12.238;0.642;3.76;63.86;1023.63;7.872;normal
01/01/2024 22:10;23.83;11.947;0.736;3.34;56.81;1013.96;8.77;normal
01/01/2024 22:15;35.8;11.339;1.064;5.02;56.48;1011.41;11.073;warning
01/01/2024 22:20;22.93;11.925;0.64;2.83;57.97;1008.07;7.605;normal
01/01/2024 22:25;22.27;11.727;0.805;3.85;58.05;1013.16;9.457;normal
01/01/2024 22:30;23.48;10.053;0.432;4.26;57.74;1014.23;4.058;warning
01/01/2024 22:35;21.02;12.069;0.697;3.57;59.31;1008.15;8.441;normal
01/01/2024 22:40;23.25;11.989;0.637;3.46;64.21;1006.77;7.586;normal
01/01/2024 22:45;21.11;11.918;0.678;3.03;52.13;992.63;8.131;normal
01/01/2024 22:50;23.57;11.549;0.775;12.08;60.94;1016.25;8.086;warning
01/01/2024 22:55;21.33;11.926;0.499;13.83;60.65;1013.75;5.378;critical
01/01/2024 23:00;23.15;12.873;0.818;12.73;57.14;1020.81;9.5;warning
01/01/2024 23:05;23.67;12.405;0.856;3.32;60.0;1004.23;10.694;normal
01/01/2024 23:10;20.15;12.029;0.587;10.83;61.17;1013.71;6.377;warning
01/01/2024 23:15;24.33;12.205;0.954;3.5;57.87;1015.02;11.713;normal
01/01/2024 23:20;23.47;11.901;1.025;4.58;59.88;1023.96;12.223;normal
01/01/2024 23:25;21.08;12.317;0.811;3.63;63.61;1012.43;9.898;normal
01/01/2024 23:30;23.84;12.254;0.781;4.13;53.09;1005.14;9.502;normal
01/01/2024 23:35;21.87;12.374;0.826;4.28;60.6;1016.99;10.207;normal
01/01/2024 23:40;25.78;12.0;0.817;3.45;57.67;1011.95;9.861;normal
01/01/2024 23:45;24.28;12.208;1.005;3.51;58.23;1019.23;12.325;normal
01/01/2024 23:50;22.44;12.43;0.969;4.37;56.19;1007.95;12.02;normal
01/01/2024 23:55;23.86;12.339;0.842;3.75;59.61;1007.95;10.365;normal
02/01/2024 00:00;24.58;12.451;1.05;4.98;53.57;1017.38;13.098;normal
02/01/2024 00:05;24.59;12.522;1.166;4.49;52.96;1016.11;14.598;normal
02/01/2024 00:10;24.37;12.724;1.001;3.63;55.23;1014.35;12.789;normal
02/01/2024 00:15;24.91;12.492;1.013;4.1;55.78;1014.7;12.749;normal
02/01/2024 00:20;35.04;11.795;1.343;7.43;58.92;1013.06;14.554;warning
02/01/2024 00:25;24.5;13.659;0.943;5.36;51.12;1017.81;12.89;warning
02/01/2024 00:30;24.12;12.478;0.986;4.61;53.61;1009.43;12.299;normal
02/01/2024 00:35;26.4;12.697;0.96;4.95;49.98;1015.27;12.208;normal
02/01/2024 00:40;22.92;12.463;1.027;4.56;55.2;1018.91;12.794;normal
02/01/2024 00:45;24.33;12.687;1.003;4.41;57.0;1004.31;12.58;normal
02/01/2024 00:50;25.64;12.572;1.227;4.98;58.58;1016.53;15.41;normal
02/01/2024 00:55;24.57;12.343;0.987;4.02;59.61;1013.68;12.195;normal
02/01/2024 01:00;38.25;12.212;1.496;6.3;58.35;1019.44;16.764;critical
02/01/2024 01:05;27.14;13.1;1.224;5.04;51.77;1013.47;15.998;normal
02/01/2024 01:10;24.77;12.934;1.251;4.8;52.63;1013.86;16.23;normal
02/01/2024 01:15;26.7;11.277;1.422;4.13;50.32;1006.08;16.03;warning
02/01/2024 01:20;27.96;12.763;1.275;4.91;51.75;1005.83;16.32;normal
02/01/2024 01:25;28.02;12.758;1.238;5.2;55.95;1007.46;15.788;normal
02/01/2024 01:30;38.57;12.086;1.552;6.84;53.22;1016.3;17.295;critical
02/01/2024 01:35;25.76;12.736;1.221;5.25;54.21;1006.06;15.61;normal
02/01/2024 01:40;27.46;12.272;1.27;11.46;53.28;1021.61;14.045;warning
02/01/2024 01:45;38.98;12.643;1.622;6.13;52.55;1018.74;18.804;critical
02/01/2024 01:50;24.65;12.739;1.248;4.66;51.31;1012.71;15.895;normal
02/01/2024 01:55;25.27;13.149;1.192;5.4;54.79;1029.47;15.705;normal
02/01/2024 02:00;28.34;10.945;1.287;4.91;50.59;1016.5;13.423;critical
02/01/2024 02:05;29.13;14.0;1.641;6.13;51.69;1016.39;22.989;warning
02/01/2024 02:10;27.8;13.074;1.342;6.09;46.09;1015.01;17.579;normal
02/01/2024 02:15;27.32;13.125;1.527;6.11;49.16;1017.4;19.973;normal
02/01/2024 02:20;29.71;13.058;1.366;6.22;51.43;1011.77;17.82;normal
02/01/2024 02:25;26.66;12.762;1.464;5.75;50.75;1012.91;18.739;normal
02/01/2024 02:30;36.86;12.406;1.82;8.6;48.45;1024.27;20.768;warning
02/01/2024 02:35;29.69;10.0;0.735;5.68;51.09;1013.3;6.953;warning
02/01/2024 02:40;27.68;13.224;1.447;5.91;45.02;1008.01;19.166;normal
02/01/2024 02:45;27.87;12.973;1.427;6.17;52.24;1014.18;18.459;normal
02/01/2024 02:50;28.3;13.097;1.583;5.05;52.25;1014.82;20.721;normal
02/01/2024 02:55;28.19;12.983;1.336;5.59;44.94;1023.45;17.396;normal
